requirement_id,requirement_source,summary,owner,reviewer,mode,status,commit,version,artifact_digest,environment,procedure,evidence_url,evidence_digest,completion_time,issues,exception_id,invalidation_state,invalidated_by,notes
GOV-08,specs/1.0.0/07-documentation-repository-governance.md,Include new feature docs and release notes in MkDocs navigation; do not keep stale generated `site/` output unless deployment requires it.,shawnji (governance),shawnji (release),automated,in_progress,,1.0.0-rc-candidate,,,,tests/build/test_tracked_file_policy.py,,,,,not_evidenced,,"Generated site/ output is untracked and test_generated_site_output_is_not_tracked keeps it that way; docs/agent.md and the three release-policy documents are in the MkDocs nav, and .github/workflows/docs.yml builds --strict so a broken nav reference fails rather than warns. The ADR gap the earlier note recorded is closed at f5f049b1, and it was worse than 'absent from the nav': mkdocs.yml excludes /adr/*.md deliberately, on the stated grounds that a decision record is reached from the page that cites it, but ADR-0001, ADR-0002 and ADR-0004 were cited by no page at all and were reachable only by guessing a URL -- the three carrying the 1.0 support boundary, the compatibility windows and the npm scope decision that RC-01/02/03 rest on. docs/release/1.0.0-support-contract.md now links all four. Unevidenced because the docs workflow has still never executed."
GOV-09,specs/1.0.0/07-documentation-repository-governance.md,"`VERSION` is the sole hand-edited version; manifests, runtime UI/API/CLI, agent manifests, artifacts, Docker labels, tags, and docs derive from it.",shawnji (governance),shawnji (release),automated,in_progress,,1.0.0-rc-candidate,,,,scripts/check_version_parity.py,,,,,not_evidenced,,"Mislabelled not_started on the RC-3 seed marker; the gate has existed since b6d0e8b1. scripts/check_version_parity.py treats VERSION as the sole hand-edited source and reconciles every other copy against it, with apps/backend/pyproject.toml deliberately excluded because [tool.hatch.version] reads ../../VERSION and cannot drift; tests/build/test_version_parity.py runs it in CI, and apps/frontend has a syncversion script rather than a hand-edited number. Run at f5f049b1: 'version parity ok: 1.0.0-rc.4'. Corrected to in_progress rather than passed because the requirement covers artifact names, agent manifests, Docker labels, release tags and documentation, which are only observable on a real release run -- the parity job in release.yml measures them at the far end of the pipeline and has not run for this candidate."
GOV-10,specs/1.0.0/07-documentation-repository-governance.md,Align or remove legacy backend Poetry version metadata and duplicate nonfunctional Node manifests.,shawnji (governance),shawnji (release),automated,in_progress,,1.0.0-rc-candidate,,,,tests/build/test_repo_governance.py,,,,,not_evidenced,,"apps/backend/pyproject.toml's [tool.poetry] block is reduced to package-mode = false with a comment recording why it survives, so no second version, author or identity contradicts [project] and the root VERSION; test_backend_has_no_contradictory_poetry_version, test_backend_version_still_derives_from_the_version_file and test_root_npm_manifest_stays_private assert it. Unevidenced only because the change is uncommitted and pins no immutable commit."
GOV-11,specs/1.0.0/07-documentation-repository-governance.md,"Correct `CONTRIBUTING.md` branch names, security contact, and license; add root `SECURITY.md`.",shawnji (governance),shawnji (release),hybrid,in_progress,,1.0.0-rc-candidate,,,,SECURITY.md,,,,,not_evidenced,,"A root SECURITY.md is published with supported versions, a reporting channel, response expectations, scope and release-verification steps, and CONTRIBUTING.md's branch names, security contact and license are corrected; test_repo_governance.py asserts the reporting channel, the repository slug, that the relative links resolve and that LICENSE and every manifest agree. Unevidenced because the acceptance clause ""contacts are real and monitored"" cannot be asserted by a test and has not been demonstrated."
GOV-12,specs/1.0.0/07-documentation-repository-governance.md,"Review/remove/relocate suspicious `-H`, `-d`, `=1.9.0`, `.idea/`, agent E2E `.env`, profile uploads, `eslint_output.json`, generated `site/`, and other generated/user artifacts.",shawnji (governance),shawnji (release),hybrid,in_progress,,1.0.0-rc-candidate,,,,tests/build/test_tracked_file_policy.py,,,,,not_evidenced,,"-H, -d, =1.9.0, the 44 files of generated site/ output, the 24 profile uploads and the agent e2e .env are untracked, and seven policy tests prevent recurrence by category rather than by filename. The acceptance's second clause is now met at f5f049b1 and written up in specs/1.0.0/evidence/gov-12-history-credential-review.md: history was searched per value rather than per file, so a value copied into a second file would have surfaced. Three of the four values in the removed .env name themselves as test placeholders; the fourth, CB_VAULT_KEY, was randomly generated and is the only one treated as a credential. It appears in exactly one path across exactly two commits, never reached a deployment template, docs example or packaging file, and keyed a per-run e2e vault pinned to its own CB_DATA_DIR, so no ciphertext exists that it opens. No rotation required; no history rewrite warranted, since rewriting would invalidate every commit pin in this ledger. Unevidenced pending capture at the RC commit."
GOV-13,specs/1.0.0/07-documentation-repository-governance.md,Index historical security reports/plans and mark superseded material; preserve durable decisions as ADRs/release records.,shawnji (governance),shawnji (release),hybrid,in_progress,,1.0.0-rc-candidate,,,,SECURITY_REPORTS/README.md,,,,,not_evidenced,,"SECURITY_REPORTS/README.md and plans/README.md index every document in their own directories with a status vocabulary (superseded/historical/active/complete/reference) and name the ledger as the current source of truth. The enforcement gap the earlier note recorded is closed at f5f049b1: tests/build/test_record_indexes.py fails when a report, patch record or plan is added without an index row, and asserts that both indexes name the ledger. It caught real drift on its first run -- plans/2026-08-25-update-detection-and-surface.md had no row -- which is the exact failure the clause was written for. Unevidenced pending capture at the RC commit."
GOV-14,specs/1.0.0/07-documentation-repository-governance.md,Root developer commands have useful behavior; root `npm test` must not fail by design.,shawnji (governance),shawnji (release),automated,in_progress,,1.0.0-rc-candidate,,,,tests/build/test_repo_governance.py,,,,,not_evidenced,,"Root `npm test` delegates to the frontend workspace instead of exiting 1 by design, and test_root_npm_test_does_not_fail_by_design plus test_root_npm_test_delegates_to_a_script_that_exists assert both halves. The observation gap the earlier note recorded is closed: `npm test` was run from the repository root at f5f049b1 and exited 0 with 119 files / 832 tests passing, so 'documented root commands pass' is now observed rather than asserted structurally. Unevidenced pending capture at the RC commit."
GOV-15,specs/1.0.0/07-documentation-repository-governance.md,Verify branch protection and required checks; document the actual branch names/check names.,shawnji (governance),shawnji (release),manual,in_progress,,1.0.0-rc-candidate,,,,specs/1.0.0/evidence/gov-15-branch-protection-state.md,,,,,not_evidenced,,"Verified against the live repository at f5f049b1 and NOT MET; written up in specs/1.0.0/evidence/gov-15-branch-protection-state.md. Neither main nor dev is protected -- both return 'Branch not protected' -- and the only ruleset, 'Main-Branch', has sat at enforcement: disabled since 2026-03-14. Worse than unenforced: the configuration in .github/branch-protection.md is not safely enforceable as written, because one of its three required checks, trivy-scan, is reported by no workflow (security.yml reports 'Trivy Filesystem Scan' and 'Trivy Config / IaC Scan'), so enabling it verbatim would leave every pull request pending forever, including the one correcting it. The documented set also omits Backend tests, Security Gate, Browser E2E, both CodeQL analyses and the docs gates. Security consequence: SEC-07's public-route review gate is documented as working through required Code Owner review, so with no protection enabled a change to the public endpoint policy merges without security-owner approval. Closing this is a repository-settings change and needs the document corrected first; EXC-002's single-codeowner waiver also has to be reconciled with any required-review rule."
GOV-16,specs/1.0.0/07-documentation-repository-governance.md,"Add CODEOWNERS for security, migrations, packaging, agent protocol, and release workflows and standard issue/PR template paths.",shawnji (governance),shawnji (release),manual,in_progress,,1.0.0-rc-candidate,,,,tests/build/test_repo_governance.py,,,,,not_evidenced,,".github/CODEOWNERS maps security, migrations, packaging, the agent protocol and the release workflow to an owner, and .github/ISSUE_TEMPLATE/bug_report.yml, .github/ISSUE_TEMPLATE/config.yml and .github/PULL_REQUEST_TEMPLATE.md sit at the paths GitHub recognises, with the issue forms validated as YAML carrying the fields GitHub requires and the blank-issue route pointed at private security reporting. Unevidenced because the acceptance requires a test PR showing GitHub actually requested the intended reviewers and rendered the templates; none has been opened."
GOV-17,specs/1.0.0/07-documentation-repository-governance.md,"Publish semantic versioning, deprecation, supported lifetime, security patch, changelog, release-captain, rollback-authority, and emergency procedures.",shawnji (governance),shawnji (release),manual,in_progress,,1.0.0-rc-candidate,,,,docs/release/1.0.0-compatibility-policy.md,,,,,not_evidenced,,"Partially published and previously mislabelled not_started. Deprecation is fully specified in docs/release/1.0.0-compatibility-policy.md, which defines announcement, warning, measurement, a minimum one-minor-release window, removal preconditions and a security emergency exception. Supported versions and the security patch/response process are in SECURITY.md; release and escalation authority is in specs/1.0.0/release-control/owner-map.md. Genuinely missing and not merely unpointed: a stated semantic-versioning policy for the 1.0 line, a supported-lifetime commitment, changelog generation (there is no CHANGELOG.md in the tree), and a release-captain checklist. Those four are writing, not engineering, and are the remainder of this row."
GOV-18,specs/1.0.0/07-documentation-repository-governance.md,"Pin or govern build-tool downloads, including replacing `NFPM_VERSION=latest`.",shawnji (governance),shawnji (release),hybrid,in_progress,,1.0.0-rc-candidate,,,,scripts/install-build-deps.sh,,,,,not_evidenced,,"Mislabelled not_started; landed in b76bc316. scripts/install-build-deps.sh pins NFPM_VERSION=2.47.0 rather than latest, and release.yml pins its own downloads by version and verifies them by digest -- syft v1.14.0 checked with sha256sum -c, cosign v2.4.1 pinned. Corrected to in_progress rather than passed because the requirement is that build-tool downloads are pinned or governed across the whole build path, and no audit of every download in every workflow has been recorded at an immutable commit."
GOV-19,specs/1.0.0/07-documentation-repository-governance.md,"Generate checksums, signatures, SBOMs, provenance/attestations, and user verification steps.",shawnji (governance),shawnji (release),automated,in_progress,,1.0.0-rc-candidate,,,,.github/workflows/release.yml,,,,,not_evidenced,,"Mislabelled not_started; substantially built in release.yml. SHA256SUMS is generated over every release file; syft v1.14.0 emits CycloneDX and SPDX SBOMs for backend and frontend; the container build sets --provenance=true --sbom=true; cosign v2.4.1 signs keylessly over OIDC with id-token: write; and a Trivy image scan is deliberately placed before cosign so a HIGH/CRIT image is never signed or attested. User-facing verification steps are published in SECURITY.md. Corrected to in_progress rather than passed because none of it has run for this candidate: every artefact named here is produced only on a release tag, so there are no checksums, SBOMs, signatures or attestations for 1.0.0-rc.4 to point at."
GOV-20,specs/1.0.0/07-documentation-repository-governance.md,Run artifact installation gates before publication and never move a stable/latest channel until acceptance passes.,shawnji (governance),shawnji (release),manual,in_progress,,1.0.0-rc-candidate,,,,.github/workflows/artifact-smoke.yml,,,,,not_evidenced,,"Mislabelled not_started; landed in db93586a. .github/workflows/artifact-smoke.yml installs the exact built candidate .deb on clean amd64 and arm64 runners rather than testing a source checkout, and release.yml's publish job lists artifact-smoke in its needs, so an install failure blocks publication instead of being advisory. Whether a stable channel moves is decided by scripts/release_channel.py, which sets --prerelease from the version string, so an rc tag cannot move latest. Corrected to in_progress rather than passed because the gate has not executed for this candidate and the requirement's evidence is the run, not the workflow file."
NPM-01,specs/1.0.0/08-npm-distribution.md,Choose and document one purpose: administration/installer CLI or API client/SDK.,shawnji (distribution),shawnji (security),manual,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-02,specs/1.0.0/08-npm-distribution.md,Use a dedicated package such as `@blkleg/circuitbreaker` or `@blkleg/cb-cli`; keep the root repository manifest private.,shawnji (distribution),shawnji (security),automated,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-03,specs/1.0.0/08-npm-distribution.md,"For a CLI, explicitly download the correct signed server artifact, verify checksum/signature/provenance, and expose documented management commands.",shawnji (distribution),shawnji (security),automated,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-04,specs/1.0.0/08-npm-distribution.md,"For an SDK, provide TypeScript declarations, API-version range, generated contract tests, and independent semver.",shawnji (distribution),shawnji (security),automated,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-05,specs/1.0.0/08-npm-distribution.md,"Do not embed frontend dependencies, Python environment, PostgreSQL, Redis, NATS, Go agent, or unrelated monorepo assets in a generic tarball.",shawnji (distribution),shawnji (security),automated,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-06,specs/1.0.0/08-npm-distribution.md,"Provide accurate name, canonical version, description, keywords, MIT license, repository/homepage/bugs/support, engines, OS, CPU, bin, files, exports, and package-manager support.",shawnji (distribution),shawnji (security),hybrid,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-07,specs/1.0.0/08-npm-distribution.md,"Use `files` allowlisting plus `.npmignore` defense; exclude env files, credentials, uploads, secret fixtures, caches, internal reports, unintended source maps, and unrelated content.",shawnji (distribution),shawnji (security),automated,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-08,specs/1.0.0/08-npm-distribution.md,Smoke the packed `.tgz` on every claimed Linux/macOS/Windows and Node/package-manager combination.,shawnji (distribution),shawnji (security),automated,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-09,specs/1.0.0/08-npm-distribution.md,"Test offline/error, unsupported OS/arch, proxy, interruption, integrity mismatch, permissions, update, rollback, and uninstall.",shawnji (distribution),shawnji (security),hybrid,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-10,specs/1.0.0/08-npm-distribution.md,`preinstall`/`postinstall` perform no downloads or privileged mutations; system changes occur only after an explicit confirmed command.,shawnji (distribution),shawnji (security),automated,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-11,specs/1.0.0/08-npm-distribution.md,"Package, `VERSION`, Git tag, GitHub Release, downloaded artifacts, container labels, and reported version agree exactly.",shawnji (distribution),shawnji (security),automated,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-12,specs/1.0.0/08-npm-distribution.md,"Reserve/verify namespace; require organization MFA, two maintainers, documented recovery ownership, and periodic access review.",shawnji (distribution),shawnji (security),manual,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-13,specs/1.0.0/08-npm-distribution.md,Publish through GitHub Actions trusted publishing/OIDC with provenance and protected environment; no long-lived token where avoidable.,shawnji (distribution),shawnji (security),automated,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-14,specs/1.0.0/08-npm-distribution.md,"Publish RCs under `next`; move `latest` only after installed-tarball acceptance. Correct stable defects by deprecation plus patch, not overwrite/unpublish.",shawnji (distribution),shawnji (security),hybrid,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
NPM-15,specs/1.0.0/08-npm-distribution.md,"Include package in SBOM, scan packed and installed dependency trees, monitor integrity, and document compromise/revocation.",shawnji (distribution),shawnji (security),hybrid,excepted,,1.0.0-rc-candidate,,,,docs/adr/0004-npm-out-of-scope-for-1.0.md,,,,EXC-003,exception,,npm is not a supported 1.0 channel per ADR-0004; not applicable rather than unmet. See EXC-003.
EXEC-01,specs/1.0.0/09-release-execution.md,Release definition,shawnji (release),shawnji (operations),manual,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
EXEC-02,specs/1.0.0/09-release-execution.md,Trust blockers,shawnji (release),shawnji (operations),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
EXEC-03,specs/1.0.0/09-release-execution.md,Agent readiness,shawnji (release),shawnji (operations),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
EXEC-04,specs/1.0.0/09-release-execution.md,Server productization,shawnji (release),shawnji (operations),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
EXEC-05,specs/1.0.0/09-release-execution.md,Whole-product acceptance,shawnji (release),shawnji (operations),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
EXEC-06,specs/1.0.0/09-release-execution.md,Release hygiene,shawnji (release),shawnji (operations),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
EXEC-07,specs/1.0.0/09-release-execution.md,RC production,shawnji (release),shawnji (operations),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
EXEC-08,specs/1.0.0/09-release-execution.md,RC soak,shawnji (release),shawnji (operations),hybrid,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
EXEC-09,specs/1.0.0/09-release-execution.md,Final sign-off,shawnji (release),shawnji (operations),manual,not_started,,1.0.0-rc-candidate,,,,,,,,,not_evidenced,,Seeded by RC-3; not release evidence.
